"Região","Cidade","Ano Abertura","Mês Abertura","Data Abertura","Nome Fantasia","Área","Assunto","Grupo Problema","Problema","Forma Contato","Situação"
"SE","Guarulhos",2023,3,"2023-03-15","Latam Airlines (Tam)","Transportes","Aéreo","Atendimento / SAC","Má qualidade no atendimento presencial ou outros canais (exceto SAC)","Loja física","Finalizada não avaliada"
"SE","Guarulhos",2023,3,"2023-03-17","Latam Airlines (Tam)","Transportes","Aéreo","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Telefone","Finalizada avaliada"
"SE","Guarulhos",2023,3,"2023-03-20","Latam Airlines (Tam)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,3,"2023-03-20","Gol Linhas Aéreas","Serviços Financeiros","Seguro Viagem","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,3,"2023-03-20","Azul Linhas Aéreas","Transportes","Aéreo","Vício de Qualidade","Falta de acesso a comunicação, alimentação, acomodação e/ou traslado em caso de atraso, cancelamento ou interrupção de voo","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,3,"2023-03-22","Gol Linhas Aéreas","Transportes","Aéreo","Vício de Qualidade","Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,3,"2023-03-24","American Airlines","Transportes","Aéreo","Atendimento / SAC","SAC - Demanda não resolvida / não respondida / respondida após o prazo","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,3,"2023-03-24","Gol Linhas Aéreas","Transportes","Aéreo","Saúde e Segurança","Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,3,"2023-03-24","Gol Linhas Aéreas","Transportes","Aéreo","Atendimento / SAC","Falta de atendimento prioritário","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,3,"2023-03-24","Gol Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Cobrança por serviço/produto não contratado / não reconhecido / não solicitado","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,3,"2023-03-25","Gol Linhas Aéreas","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Dados Pessoais e Privacidade","Dificuldade de reclamar ou de obter tratamento a reclamação sobre dados pessoais ou financeiros","Não comprei / contratei","Finalizada avaliada"
"SE","Guarulhos",2023,3,"2023-03-25","Azul Linhas Aéreas","Transportes","Aéreo","Contrato / Oferta","Dificuldade / demora para alterar o contrato de serviço (alteração de voo)","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,3,"2023-03-26","Latam Airlines (Tam)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,3,"2023-03-27","Gol Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,3,"2023-03-28","Latam Airlines (Tam)","Transportes","Aéreo","Vício de Qualidade","Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,3,"2023-03-29","Latam Airlines (Tam)","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,3,"2023-03-30","Aeromexico","Transportes","Aéreo","Cobrança / Contestação","Cobrança em duplicidade / Cobrança referente a pagamento já efetuado","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,4,"2023-04-01","Latam Airlines (Tam)","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,4,"2023-04-04","Gol Linhas Aéreas","Transportes","Aéreo","Vício de Qualidade","Cancelamento de voo","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,4,"2023-04-04","Gol Linhas Aéreas","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Cobrança / Contestação","Cobrança indevida / abusiva para alterar ou cancelar o contrato","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,4,"2023-04-06","Latam Airlines (Tam)","Transportes","Aéreo","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,4,"2023-04-10","TAP Air Portugal","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,4,"2023-04-10","Alitalia","Transportes","Aéreo","Atendimento / SAC","Dificuldade de contato / acesso a outros canais (exceto SAC)","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,4,"2023-04-11","Air France","Transportes","Aéreo","Contrato / Oferta","Dificuldade / demora para alterar o contrato de serviço (alteração de voo)","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,4,"2023-04-12","Latam Airlines (Tam)","Transportes","Aéreo","Vício de Qualidade","Cancelamento de voo","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,4,"2023-04-12","TAP Air Portugal","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,4,"2023-04-13","Latam Airlines (Tam)","Transportes","Aéreo","Contrato / Oferta","Dificuldade / demora para alterar o nome do passageiro","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,4,"2023-04-13","Latam Airlines (Tam)","Transportes","Aéreo","Vício de Qualidade","Negativa de embarque de passageiro (preterição / overbooking)","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,4,"2023-04-17","Latam Airlines (Tam)","Transportes","Aéreo","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,4,"2023-04-17","Gol Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,4,"2023-04-19","TAP Air Portugal","Transportes","Aéreo","Atendimento / SAC","Dificuldade de contato / acesso a outros canais (exceto SAC)","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,4,"2023-04-20","Latam Airlines (Tam)","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,4,"2023-04-20","Gol Linhas Aéreas","Transportes","Aéreo","Atendimento / SAC","SAC - Demanda não resolvida / não respondida / respondida após o prazo","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,4,"2023-04-20","Gol Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,4,"2023-04-21","Avianca - Voos internacionais","Transportes","Aéreo","Cobrança / Contestação","Cobrança indevida / abusiva para alterar ou cancelar o contrato","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,4,"2023-04-22","Latam Airlines (Tam)","Transportes","Aéreo","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,4,"2023-04-26","Gol Linhas Aéreas","Transportes","Aéreo","Atendimento / SAC","SAC - Demanda não resolvida / não respondida / respondida após o prazo","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,4,"2023-04-26","Gol Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Cobrança indevida / abusiva para alterar ou cancelar o contrato","Não comprei / contratei","Finalizada avaliada"
"SE","Guarulhos",2023,4,"2023-04-26","Latam Airlines (Tam)","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-05","Air Canada","Transportes","Cargas e Encomendas","Entrega do Produto","Produto entregue incompleto / diferente do  pedido / danificado","Telefone","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-07","Latam Airlines (Tam)","Transportes","Aéreo","Atendimento / SAC","SAC - Demanda não resolvida / não respondida / respondida após o prazo","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-08","Latam Airlines (Tam)","Transportes","Aéreo","Vício de Qualidade","Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-10","Gol Linhas Aéreas","Transportes","Aéreo","Vício de Qualidade","Dificuldade para embarque com bagagem de mão","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,5,"2023-05-10","TAP Air Portugal","Transportes","Aéreo","Atendimento / SAC","SAC - Demanda não resolvida / não respondida / respondida após o prazo","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,5,"2023-05-11","Gol Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-11","Azul Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Cobrança indevida / abusiva para alterar ou cancelar o contrato","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-11","Latam Airlines (Tam)","Transportes","Aéreo","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-12","Latam Airlines (Tam)","Transportes","Aéreo","Cobrança / Contestação","Cobrança indevida / abusiva para alterar ou cancelar o contrato","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-15","Gol Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,5,"2023-05-15","Latam Airlines (Tam)","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-16","Gol Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-16","Latam Airlines (Tam)","Transportes","Aéreo","Cobrança / Contestação","Cobrança indevida / abusiva para alterar ou cancelar o contrato","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,5,"2023-05-17","Gol Linhas Aéreas","Transportes","Aéreo","Vício de Qualidade","Cancelamento de voo","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-17","Latam Airlines (Tam)","Transportes","Aéreo","Vício de Qualidade","Cancelamento de voo","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-17","TAAG - Linhas Aéreas de Angola","Transportes","Aéreo","Saúde e Segurança","Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-18","Latam Airlines (Tam)","Transportes","Aéreo","Atendimento / SAC","Má qualidade no atendimento presencial ou outros canais (exceto SAC)","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-18","Latam Airlines (Tam)","Transportes","Aéreo","Atendimento / SAC","SAC - Dificuldade de contato / acesso","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,5,"2023-05-19","Gol Linhas Aéreas","Transportes","Aéreo","Atendimento / SAC","Dificuldade de contato / acesso a outros canais (exceto SAC)","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-19","Gol Linhas Aéreas","Transportes","Aéreo","Contrato / Oferta","Dificuldade para contratar o serviço (problema operacionais, acesso aos canais de venda etc)","Não comprei / contratei","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-20","Gol Linhas Aéreas","Transportes","Aéreo","Atendimento / SAC","Falta de atendimento prioritário","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,5,"2023-05-22","Latam Airlines (Tam)","Transportes","Aéreo","Atendimento / SAC","Má qualidade no atendimento presencial ou outros canais (exceto SAC)","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,5,"2023-05-22","Latam Airlines (Tam)","Transportes","Aéreo","Cobrança / Contestação","Cobrança de tarifas, taxas, valores não previstos / não informados","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-23","Azul Linhas Aéreas","Transportes","Aéreo","Contrato / Oferta","Dificuldades com Programas de Fidelidade / Pontuação (resgate, alteração, transferência etc)","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,5,"2023-05-24","Gol Linhas Aéreas","Transportes","Aéreo","Vício de Qualidade","Atraso de voo","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-24","Gol Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Loja física","Finalizada não avaliada"
"SE","Guarulhos",2023,5,"2023-05-27","Gol Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,5,"2023-05-28","Gol Linhas Aéreas","Transportes","Aéreo","Vício de Qualidade","Negativa de embarque de passageiro (preterição / overbooking)","Loja física","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-29","Latam Airlines (Tam)","Transportes","Aéreo","Atendimento / SAC","SAC - Demanda não resolvida / não respondida / respondida após o prazo","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,5,"2023-05-29","Azul Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Cobrança indevida / abusiva para alterar ou cancelar o contrato","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,5,"2023-05-30","Latam Airlines (Tam)","Transportes","Aéreo","Vício de Qualidade","Cancelamento de voo","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,6,"2023-06-04","Latam Airlines (Tam)","Transportes","Aéreo","Atendimento / SAC","Má qualidade no atendimento presencial ou outros canais (exceto SAC)","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,6,"2023-06-06","Gol Linhas Aéreas","Transportes","Aéreo","Contrato / Oferta","Dificuldade / demora para alterar o nome do passageiro","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,6,"2023-06-06","Latam Airlines (Tam)","Transportes","Aéreo","Atendimento / SAC","Má qualidade no atendimento presencial ou outros canais (exceto SAC)","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,6,"2023-06-07","Alitalia","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,6,"2023-06-13","Azul Linhas Aéreas","Transportes","Aéreo","Contrato / Oferta","Cancelamento indevido da passagem de volta","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,6,"2023-06-15","Gol Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Loja física","Finalizada avaliada"
"SE","Guarulhos",2023,6,"2023-06-15","Gol Linhas Aéreas","Transportes","Aéreo","Contrato / Oferta","Dificuldade / demora para cancelar o serviço ","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,6,"2023-06-15","Gol Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Cobrança indevida / abusiva para alterar ou cancelar o contrato","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,6,"2023-06-16","Azul Linhas Aéreas","Transportes","Aéreo","Informação","Informações incompletas / inadequadas sobre o serviço","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,6,"2023-06-16","Azul Linhas Aéreas","Transportes","Aéreo","Saúde e Segurança","Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,6,"2023-06-16","Flybondi","Transportes","Aéreo","Informação","Informações incompletas / inadequadas sobre o serviço","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,6,"2023-06-17","Gol Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Cobrança de tarifas, taxas, valores não previstos / não informados","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,6,"2023-06-19","Copa Airlines","Transportes","Aéreo","Cobrança / Contestação","Cobrança indevida / abusiva para alterar ou cancelar o contrato","Telefone","Finalizada avaliada"
"SE","Guarulhos",2023,6,"2023-06-19","Copa Airlines","Transportes","Aéreo","Vício de Qualidade","Atraso de voo","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,6,"2023-06-19","JetSMART Airlines - Chile","Transportes","Aéreo","Atendimento / SAC","SAC - Dificuldade para cancelar o serviço","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,6,"2023-06-22","Gol Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,6,"2023-06-22","Gol Linhas Aéreas","Transportes","Aéreo","Vício de Qualidade","Cancelamento de voo","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,6,"2023-06-22","Azul Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Cobrança indevida / abusiva para alterar ou cancelar o contrato","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,6,"2023-06-24","Azul Linhas Aéreas","Transportes","Aéreo","Contrato / Oferta","Dificuldade / demora para alterar o contrato de serviço (alteração de voo)","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,6,"2023-06-26","Azul Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,6,"2023-06-26","Latam Airlines (Tam)","Transportes","Aéreo","Contrato / Oferta","Dificuldade para contratar o serviço (problema operacionais, acesso aos canais de venda etc)","Telefone","Finalizada avaliada"
"SE","Guarulhos",2023,6,"2023-06-27","Gol Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Cobrança indevida / abusiva para alterar ou cancelar o contrato","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,6,"2023-06-28","Gol Linhas Aéreas","Transportes","Aéreo","Saúde e Segurança","Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,6,"2023-06-29","Latam Airlines (Tam)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Cobrança / Contestação","Cobrança indevida / abusiva para alterar ou cancelar o contrato","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,6,"2023-06-29","Gol Linhas Aéreas","Transportes","Aéreo","Atendimento / SAC","SAC - Demanda não resolvida / não respondida / respondida após o prazo","Loja física","Finalizada avaliada"
"SE","Guarulhos",2023,6,"2023-06-30","Gol Linhas Aéreas","Transportes","Aéreo","Vício de Qualidade","Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,7,"2023-07-02","Azul Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Telefone","Finalizada avaliada"
"SE","Guarulhos",2023,7,"2023-07-04","Gol Linhas Aéreas","Transportes","Aéreo","Atendimento / SAC","SAC - Demanda não resolvida / não respondida / respondida após o prazo","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,7,"2023-07-04","Gol Linhas Aéreas","Transportes","Aéreo","Vício de Qualidade","Cancelamento de voo","Loja física","Finalizada avaliada"
"SE","Guarulhos",2023,7,"2023-07-05","Latam Airlines (Tam)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Dados Pessoais e Privacidade","Vazamento de dados ou outros incidentes de segurança (acessos não autorizados e situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou tratamento inadequado ou ilícito)","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,7,"2023-07-08","Latam Airlines (Tam)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Dados Pessoais e Privacidade","Coleta, uso ou compartilhamento indevido ou não autorizado de dados pessoais ou financeiros","Internet","Finalizada avaliada"
