"Região","Cidade","Ano Abertura","Mês Abertura","Data Abertura","Nome Fantasia","Área","Assunto","Grupo Problema","Problema","Forma Contato","Situação"
"SE","Guarulhos",2023,10,"2023-10-09","Gol Linhas Aéreas","Transportes","Aéreo","Vício de Qualidade","Cancelamento de voo","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-10","Latam Airlines (Tam)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,10,"2023-10-10","Azul Linhas Aéreas","Transportes","Aéreo","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-10","Latam Airlines (Tam)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Dados Pessoais e Privacidade","Dados pessoais ou financeiros incorretos / desatualizados – dificuldade de retificação","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,10,"2023-10-10","Italia Trasporto Aereo (ITA Airways)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Entrega do Produto","Não entrega / demora na entrega do produto","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-11","Latam Airlines (Tam)","Transportes","Aéreo","Contrato / Oferta","Dificuldade para contratar o serviço (problema operacionais, acesso aos canais de venda etc)","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,10,"2023-10-12","Gol Linhas Aéreas","Transportes","Aéreo","Vício de Qualidade","Atraso de voo","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-14","Latam Airlines (Tam)","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-16","Latam Airlines (Tam)","Transportes","Aéreo","Atendimento / SAC","Falta de atendimento prioritário","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-16","Gol Linhas Aéreas","Serviços Financeiros","Seguro Viagem","Atendimento / SAC","SAC - Dificuldade de contato / acesso","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-17","Latam Airlines (Tam)","Transportes","Aéreo","Atendimento / SAC","SAC - Demanda não resolvida / não respondida / respondida após o prazo","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-17","American Airlines","Transportes","Aéreo","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-17","Latam Airlines (Tam)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Dados Pessoais e Privacidade","Dificuldade de acesso a dados pessoais ou financeiros","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-18","Latam Airlines (Tam)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-18","Gol Linhas Aéreas","Transportes","Aéreo","Atendimento / SAC","Dificuldade de contato / acesso a outros canais (exceto SAC)","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,10,"2023-10-22","Latam Airlines (Tam)","Transportes","Aéreo","Contrato / Oferta","Dificuldades com Programas de Fidelidade / Pontuação (resgate, alteração, transferência etc)","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-22","Latam Airlines (Tam)","Transportes","Aéreo","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Não comprei / contratei","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-22","Gol Linhas Aéreas","Transportes","Aéreo","Vício de Qualidade","Atraso de voo","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-23","Latam Airlines (Tam)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-23","Latam Airlines (Tam)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-23","Latam Airlines (Tam)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-23","Gol Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,10,"2023-10-23","Avianca - Voos internacionais","Transportes","Aéreo","Cobrança / Contestação","Cobrança indevida / abusiva para alterar ou cancelar o contrato","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,10,"2023-10-24","Azul Linhas Aéreas","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Atendimento / SAC","Dificuldade de contato / demora no atendimento","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-24","Aerolíneas Argentinas","Transportes","Aéreo","Cobrança / Contestação","Cobrança indevida / abusiva para alterar ou cancelar o contrato","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,10,"2023-10-25","Latam Airlines (Tam)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Dados Pessoais e Privacidade","Dados pessoais ou financeiros incorretos / desatualizados – dificuldade de retificação","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,10,"2023-10-26","Gol Linhas Aéreas","Transportes","Aéreo","Contrato / Oferta","Dificuldade / demora para alterar o contrato de serviço (alteração de voo)","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-27","Latam Airlines (Tam)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,10,"2023-10-29","Gol Linhas Aéreas","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Cobrança / Contestação","Cobrança de tarifas, taxas, valores não previstos / não informados","Não comprei / contratei","Finalizada não avaliada"
"SE","Guarulhos",2023,10,"2023-10-30","Latam Airlines (Tam)","Transportes","Aéreo","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,10,"2023-10-31","Latam Airlines (Tam)","Transportes","Aéreo","Vício de Qualidade","Falta de acesso a comunicação, alimentação, acomodação e/ou traslado em caso de atraso, cancelamento ou interrupção de voo","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,10,"2023-10-31","Gol Linhas Aéreas","Transportes","Aéreo","Contrato / Oferta","Dificuldade / demora para alterar o contrato de serviço (alteração de voo)","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,11,"2023-11-01","Latam Airlines (Tam)","Transportes","Aéreo","Contrato / Oferta","Dificuldade / demora para alterar o contrato de serviço (alteração de voo)","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,11,"2023-11-02","Latam Airlines (Tam)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Não comprei / contratei","Finalizada não avaliada"
"SE","Guarulhos",2023,11,"2023-11-02","Flybondi","Transportes","Aéreo","Vício de Qualidade","Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,11,"2023-11-03","Italia Trasporto Aereo (ITA Airways)","Transportes","Aéreo","Vício de Qualidade","Cancelamento de voo","Loja física","Finalizada não avaliada"
"SE","Guarulhos",2023,11,"2023-11-06","Latam Airlines (Tam)","Transportes","Aéreo","Atendimento / SAC","Falta de atendimento prioritário","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,11,"2023-11-06","Latam Airlines (Tam)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Contrato / Oferta","Alteração / rescisão de contrato sem solicitação / aviso prévio","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,11,"2023-11-06","Gol Linhas Aéreas","Transportes","Aéreo","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,11,"2023-11-08","Latam Airlines (Tam)","Transportes","Aéreo","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,11,"2023-11-08","Delta Air Lines","Transportes","Aéreo","Atendimento / SAC","SAC - Descortesia / despreparo / demora","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,11,"2023-11-08","Iberia Lineas Aereas","Transportes","Aéreo","Vício de Qualidade","Atraso de voo","Telefone","Finalizada não avaliada"
"SE","Guarulhos",2023,11,"2023-11-08","Delta Air Lines","Transportes","Aéreo","Vício de Qualidade","Atraso de voo","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,11,"2023-11-08","Latam Airlines (Tam)","Transportes","Aéreo","Vício de Qualidade","Atraso de voo","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,11,"2023-11-08","Azul Linhas Aéreas","Transportes","Aéreo","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,11,"2023-11-08","Copa Airlines","Transportes","Aéreo","Contrato / Oferta","Publicidade abusiva / ofensiva / discriminatória","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,11,"2023-11-10","Latam Airlines (Tam)","Transportes","Aéreo","Contrato / Oferta","Dificuldades com Programas de Fidelidade / Pontuação (resgate, alteração, transferência etc)","Telefone","Finalizada avaliada"
"SE","Guarulhos",2023,11,"2023-11-12","Gol Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,11,"2023-11-14","American Airlines","Transportes","Aéreo","Vício de Qualidade","Atraso de voo","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,11,"2023-11-15","Italia Trasporto Aereo (ITA Airways)","Transportes","Aéreo","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,11,"2023-11-15","Latam Airlines (Tam)","Transportes","Aéreo","Vício de Qualidade","Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,11,"2023-11-16","Iberia Lineas Aereas","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,11,"2023-11-16","Gol Linhas Aéreas","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,11,"2023-11-17","Gol Linhas Aéreas","Transportes","Aéreo","Dados Pessoais e Privacidade","Dificuldade de reclamar ou de obter tratamento a reclamação sobre dados pessoais ou financeiros","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,11,"2023-11-22","Gol Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,11,"2023-11-23","Latam Airlines (Tam)","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,11,"2023-11-24","Azul Linhas Aéreas","Serviços Financeiros","Seguro Viagem","Atendimento / SAC","Má qualidade no atendimento presencial ou outros canais (exceto SAC)","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,11,"2023-11-26","Azul Linhas Aéreas","Transportes","Aéreo","Cobrança / Contestação","Cobrança indevida / abusiva para alterar ou cancelar o contrato","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,11,"2023-11-27","Latam Airlines (Tam)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Entrega do Produto","Não entrega / demora na entrega do produto","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,11,"2023-11-27","Gol Linhas Aéreas","Transportes","Aéreo","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,11,"2023-11-27","Copa Airlines","Transportes","Aéreo","Contrato / Oferta","Dificuldade para contratar o serviço (problema operacionais, acesso aos canais de venda etc)","Não comprei / contratei","Finalizada avaliada"
"SE","Guarulhos",2023,11,"2023-11-29","Copa Airlines","Transportes","Aéreo","Cobrança / Contestação","Cobrança de tarifas, taxas, valores não previstos / não informados","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,11,"2023-11-30","Azul Linhas Aéreas","Transportes","Aéreo","Vício de Qualidade","Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,12,"2023-12-01","Latam Airlines (Tam)","Transportes","Aéreo","Cobrança / Contestação","Cobrança em duplicidade / Cobrança referente a pagamento já efetuado","Telefone","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-01","Gol Linhas Aéreas","Transportes","Aéreo","Atendimento / SAC","SAC - Demanda não resolvida / não respondida / respondida após o prazo","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,12,"2023-12-01","Avianca - Voos internacionais","Transportes","Aéreo","Cobrança / Contestação","Cobrança indevida / abusiva para alterar ou cancelar o contrato","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-04","Iberia Lineas Aereas","Transportes","Aéreo","Vício de Qualidade","Atraso de voo","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,12,"2023-12-05","Gol Linhas Aéreas","Transportes","Aéreo","Dados Pessoais e Privacidade","Dificuldade de acesso a dados pessoais ou financeiros","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-06","Latam Airlines (Tam)","Transportes","Aéreo","Cobrança / Contestação","Cobrança de tarifas, taxas, valores não previstos / não informados","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-06","ARAJET S.A.","Transportes","Aéreo","Atendimento / SAC","SAC - Demanda não resolvida / não respondida / respondida após o prazo","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-07","United Airlines","Transportes","Aéreo","Cobrança / Contestação","Cobrança indevida / abusiva para alterar ou cancelar o contrato","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,12,"2023-12-07","Latam Airlines (Tam)","Transportes","Aéreo","Atendimento / SAC","SAC - Demanda não resolvida / não respondida / respondida após o prazo","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-07","Gol Linhas Aéreas","Transportes","Aéreo","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,12,"2023-12-08","British Airways","Transportes","Aéreo","Contrato / Oferta","Dificuldade / demora para alterar o contrato de serviço (alteração de voo)","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,12,"2023-12-09","TAAG - Linhas Aéreas de Angola","Transportes","Aéreo","Contrato / Oferta","Dificuldade / demora para alterar o nome do passageiro","Loja física","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-10","Latam Airlines (Tam)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Dados Pessoais e Privacidade","Dificuldade de reclamar ou de obter tratamento a reclamação sobre dados pessoais ou financeiros","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,12,"2023-12-10","Italia Trasporto Aereo (ITA Airways)","Demais Serviços ","Programas de Fidelidade / Benefícios (pontos, milhagem etc)","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,12,"2023-12-12","Latam Airlines (Tam)","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Telefone","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-12","Avianca - Voos internacionais","Transportes","Aéreo","Dados Pessoais e Privacidade","Dificuldade de reclamar ou de obter tratamento a reclamação sobre dados pessoais ou financeiros","Telefone","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-13","TAAG - Linhas Aéreas de Angola","Transportes","Aéreo","Contrato / Oferta","Dificuldade / demora para alterar o nome do passageiro","Loja física","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-13","Gol Linhas Aéreas","Transportes","Aéreo","Vício de Qualidade","Atraso de voo","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-13","Gol Linhas Aéreas","Transportes","Aéreo","Vício de Qualidade","Atraso de voo","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-14","Copa Airlines","Transportes","Aéreo","Dados Pessoais e Privacidade","Dados pessoais ou financeiros incorretos / desatualizados – dificuldade de retificação","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-14","Avianca - Voos internacionais","Transportes","Aéreo","Vício de Qualidade","Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,12,"2023-12-16","Air Canada","Transportes","Aéreo","Contrato / Oferta","Dificuldade para contratar o serviço (problema operacionais, acesso aos canais de venda etc)","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-17","Gol Linhas Aéreas","Transportes","Aéreo","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-17","Aerolíneas Argentinas","Transportes","Aéreo","Atendimento / SAC","SAC - Dificuldade para cancelar o serviço","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-18","Gol Linhas Aéreas","Transportes","Aéreo","Vício de Qualidade","Inadequação dos serviços a pessoas com necessidade de assistência especial (embarque, assento, equipamentos etc)","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-18","Gol Linhas Aéreas","Transportes","Aéreo","Dados Pessoais e Privacidade","Dados pessoais ou financeiros incorretos / desatualizados – dificuldade de retificação","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,12,"2023-12-19","Gol Linhas Aéreas","Transportes","Aéreo","Contrato / Oferta","Cancelamento indevido da passagem de volta","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,12,"2023-12-21","Gol Linhas Aéreas","Transportes","Aéreo","Vício de Qualidade","Cancelamento de voo","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,12,"2023-12-22","Latam Airlines (Tam)","Transportes","Aéreo","Cobrança / Contestação","Cobrança de tarifas, taxas, valores não previstos / não informados","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,12,"2023-12-22","Latam Airlines (Tam)","Transportes","Aéreo","Atendimento / SAC","SAC - Descortesia / despreparo / demora","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-22","Gol Linhas Aéreas","Transportes","Aéreo","Contrato / Oferta","Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-22","Azul Linhas Aéreas","Transportes","Aéreo","Contrato / Oferta","Publicidade abusiva / ofensiva / discriminatória","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,12,"2023-12-22","ARAJET S.A.","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
"SE","Guarulhos",2023,12,"2023-12-26","Copa Airlines","Transportes","Aéreo","Vício de Qualidade","Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)","Stand, feiras e eventos","Finalizada não avaliada"
"SE","Guarulhos",2023,12,"2023-12-27","Gol Linhas Aéreas","Transportes","Aéreo","Vício de Qualidade","Atraso de voo","Internet","Finalizada não avaliada"
"SE","Guarulhos",2023,12,"2023-12-30","Avianca - Voos internacionais","Transportes","Aéreo","Cobrança / Contestação","Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores","Internet","Finalizada avaliada"
